reportingNode,reportTs,eventTs,eventType,hMcc,hMnc,hashedImsi,vMcc,vMnc,rat,cellName,gsmLac,gsmCid,umtsLac,umtsSac,umtsRncId,umtsCi,lteEnodeBId,lteCi,cellPortionId,locationEstimateShape,locationEstimateLat,locationEstimateLon,locationEstimateRadius,crmGender,crmAgeGroup,crmZipCode,presencePointId,groupPresencePointId
reportingNode16,1598257436691,1606613212242,1,240,10,997BEA82ACA286D,240,10,1,,,,,,,,,,,,,,,3,2,91704,,CRLF
reportingNode94,1603822556956,1599174681044,1,240,10,4D7048FA8520E9D,240,10,0,,,,,,,,,,,,,,,3,1,56044,,CRLF
reportingNode48,1595795259653,1607300953810,1,240,10,F33EC046C347121,240,10,0,,,,,,,,,,,,,,,2,6,37863,,CRLF
reportingNode62,1603883810249,1601227499985,1,240,10,654A2A023A7D7D3,240,10,0,,,,,,,,,,,,,,,2,4,53590,,CRLF
reportingNode3,1602052408702,1598325666723,1,240,10,FB1475D3A113ABF,240,10,0,,,,,,,,,,,,,,,2,4,99772,,CRLF
reportingNode30,1609883027864,1602911473522,1,240,10,B1ED55580CE63A5,240,10,3,,,,24010BB0C,16085,616,16085,,,,,,,,1,5,35823,,CRLF
reportingNode23,1605901359486,1608101969619,1,240,10,BDA7AE902EA81A0,240,10,3,,,,24010C5CC,39798,431,39798,,,,,,,,3,3,92582,,CRLF
reportingNode55,1594944903548,1598833999897,1,240,10,02B8F14D4E38E8B,240,10,3,,,,240106716,85748,245,85748,,,,,,,,2,5,99867,,CRLF
reportingNode43,1600310748938,1614145188179,1,240,10,3091BAD602071B4,240,10,3,,,,24010C68E,14147,411,14147,,,,,,,,3,1,29411,,CRLF
reportingNode88,1613812507677,1596182551464,1,240,10,2B6E3BCC78E88A0,240,10,2,,9318,240109318,,,,,,,,,,,,3,1,90754,,CRLF
reportingNode29,1598780153243,1604527323853,1,240,10,957A707C03FC5E7,240,10,0,,,,,,,,,,,,,,,3,5,41665,,CRLF
reportingNode96,1611709806254,1606422499670,1,240,10,F786CAF1288A58F,240,10,3,,,,240107B2F,74702,105,74702,,,,,,,,3,6,86728,,CRLF
reportingNode14,1614289025877,1598733305264,1,240,10,ECFBDEBBE07ED18,240,10,2,,1269,240101269,,,,,,,,,,,,2,2,57245,,CRLF
reportingNode67,1599160325332,1609539228643,1,240,10,9AFABA6B1806293,240,10,1,,,,,,,,,,,,,,,2,5,16533,,CRLF
reportingNode38,1608024353222,1596119908975,1,240,10,442CD882C544824,240,10,2,,519A,24010519A,,,,,,,,,,,,1,5,43536,,CRLF
reportingNode37,1612625866440,1611755653278,1,240,10,790FC25D07DC986,240,10,0,,,,,,,,,,,,,,,3,6,99987,,CRLF
reportingNode53,1608916259520,1596815748567,1,240,10,D881B8B3A12D5AC,240,10,0,,,,,,,,,,,,,,,3,2,87640,,CRLF
reportingNode60,1611862302067,1611448040030,1,240,10,0B07BE77A9E443C,240,10,1,,,,,,,,,,,,,,,1,3,78288,,CRLF
reportingNode36,1594761252798,1596389438938,1,240,10,0606CA22A9F9F98,240,10,0,,,,,,,,,,,,,,,2,1,26064,,CRLF
reportingNode88,1613276700775,1605356193156,1,240,10,BD19140DEA5284C,240,10,1,,,,,,,,,,,,,,,1,2,44399,,CRLF
reportingNode13,1612998549989,1608214423053,1,240,10,3EDCB242C9565DD,240,10,1,,,,,,,,,,,,,,,3,3,73203,,CRLF
reportingNode82,1593834812170,1601538444354,1,240,10,A121DBC26541FD7,240,10,2,,3943,240103943,,,,,,,,,,,,1,3,34505,,CRLF
reportingNode98,1609841828025,1602620754926,1,240,10,464DF78C8216DDD,240,10,2,,B094,24010B094,,,,,,,,,,,,2,2,29395,,CRLF
reportingNode87,1613180733109,1596583072850,1,240,10,6D6C7A364656F24,240,10,1,,,,,,,,,,,,,,,3,3,96325,,CRLF
reportingNode23,1599060727707,1607459485972,1,240,10,82A36AA9033798A,240,10,3,,,,240102860,36723,282,36723,,,,,,,,2,2,23565,,CRLF
reportingNode13,1599689155256,1603377725587,1,240,10,1E6C165AC8A40E6,240,10,3,,,,24010906B,37106,435,37106,,,,,,,,1,1,97168,,CRLF
reportingNode19,1612708125784,1604331653299,1,240,10,034E4CF9C67641F,240,10,3,,,,2401065C0,66766,124,66766,,,,,,,,2,2,78887,,CRLF
reportingNode68,1613769753788,1596637615772,1,240,10,22EAE3323D38727,240,10,1,,,,,,,,,,,,,,,2,3,64062,,CRLF
reportingNode17,1610654812150,1611277488110,1,240,10,FA3448746405D0F,240,10,2,,E648,24010E648,,,,,,,,,,,,3,6,12965,,CRLF
reportingNode79,1593887913237,1597321848879,1,240,10,24DCB24DBB39F69,240,10,3,,,,24010E392,59532,464,59532,,,,,,,,1,5,34021,,CRLF
reportingNode60,1594845537561,1602323094209,1,240,10,A8DCCDCCEBF86B2,240,10,3,,,,24010D027,47880,376,47880,,,,,,,,1,4,33047,,CRLF
reportingNode44,1594749166273,1604069711443,1,240,10,1A677054CD42A6C,240,10,1,,,,,,,,,,,,,,,1,2,25192,,CRLF
reportingNode9,1599271124029,1611679848456,1,240,10,A7F7A5F7ADBACAC,240,10,3,,,,24010E036,96337,134,96337,,,,,,,,2,5,50641,,CRLF
reportingNode69,1603577115036,1602500346686,1,240,10,9437B620AAD43EE,240,10,2,,6AE4,240106AE4,,,,,,,,,,,,3,3,13627,,CRLF
reportingNode45,1594537656365,1596859954145,1,240,10,368CB6E029F42F8,240,10,0,,,,,,,,,,,,,,,2,3,88227,,CRLF
reportingNode62,1614325601129,1602872197362,1,240,10,CDAA0F07DAB4024,240,10,3,,,,240100785,28233,186,28233,,,,,,,,1,4,27786,,CRLF
reportingNode30,1611296130713,1602863704841,1,240,10,D6C33DB22085295,240,10,2,,0897,240100897,,,,,,,,,,,,1,1,38893,,CRLF
reportingNode63,1609522085677,1593786324817,1,240,10,BCB4ECF436973C2,240,10,2,,0799,240100799,,,,,,,,,,,,3,3,75615,,CRLF
reportingNode17,1596968943622,1611682778403,1,240,10,D846D5FAB8C8DBB,240,10,3,,,,240101550,96850,645,96850,,,,,,,,3,6,88714,,CRLF
reportingNode21,1610458796384,1613263735338,1,240,10,E1ECCCE9948EE0A,240,10,0,,,,,,,,,,,,,,,1,6,94135,,CRLF
reportingNode52,1614717481156,1597095675779,1,240,10,C197F663730A4DD,240,10,0,,,,,,,,,,,,,,,3,2,31714,,CRLF
reportingNode55,1600046774966,1602624269141,1,240,10,FA0370DB84BB4B9,240,10,3,,,,24010EEC8,74338,463,74338,,,,,,,,1,5,73589,,CRLF
reportingNode71,1597015254433,1611331106126,1,240,10,1E97E04A8C1D5A4,240,10,2,,482B,24010482B,,,,,,,,,,,,3,6,70016,,CRLF
reportingNode23,1612580128485,1605792671111,1,240,10,35C72B931A34175,240,10,2,,13F1,2401013F1,,,,,,,,,,,,1,1,31010,,CRLF
reportingNode82,1614261229148,1605076822831,1,240,10,2335014951FAEEC,240,10,0,,,,,,,,,,,,,,,2,3,58265,,CRLF
reportingNode6,1596116818189,1600126224610,1,240,10,85756E626BBA651,240,10,3,,,,2401022E8,89323,169,89323,,,,,,,,1,4,96907,,CRLF
reportingNode60,1613424969057,1605762480300,1,240,10,B2DF1266345DBEC,240,10,0,,,,,,,,,,,,,,,2,5,99764,,CRLF
reportingNode51,1600092487923,1614682434835,1,240,10,82F6A2D781F6FA8,240,10,0,,,,,,,,,,,,,,,1,6,41680,,CRLF
reportingNode31,1608039588905,1613820129694,1,240,10,EF5F44C9B881B93,240,10,3,,,,24010DFF5,38787,143,38787,,,,,,,,3,3,89600,,CRLF
reportingNode98,1594385511169,1610817465879,1,240,10,3469E0F3A8C6BDA,240,10,3,,,,240106BEB,51116,624,51116,,,,,,,,1,5,87474,,CRLF
reportingNode45,1594711891358,1602176122614,1,240,10,9E6D84466008573,240,10,1,,,,,,,,,,,,,,,3,3,84235,,CRLF
reportingNode80,1605412635792,1594904718298,1,240,10,40E838AECBCBA2A,240,10,2,,48B6,2401048B6,,,,,,,,,,,,2,4,31236,,CRLF
reportingNode35,1604016759458,1609925853191,1,240,10,0E052B5061C443B,240,10,0,,,,,,,,,,,,,,,2,1,94248,,CRLF
reportingNode24,1597571552474,1607100760993,1,240,10,32F5BCCE96E848B,240,10,3,,,,24010E7DD,61726,879,61726,,,,,,,,1,4,59349,,CRLF
reportingNode3,1596816970640,1602225226060,1,240,10,A5ADF8C6001C1DC,240,10,3,,,,24010CE37,94243,819,94243,,,,,,,,1,6,19157,,CRLF
reportingNode89,1606581700355,1593168520933,1,240,10,A013DB50C4D11A2,240,10,3,,,,24010B735,43173,535,43173,,,,,,,,1,2,56644,,CRLF
reportingNode67,1598590124060,1602638815748,1,240,10,FE9EBA53DB1CE9E,240,10,2,,734B,24010734B,,,,,,,,,,,,1,2,77462,,CRLF
reportingNode54,1612606802190,1607975292726,1,240,10,DDC49401F2F97A9,240,10,1,,,,,,,,,,,,,,,2,2,70013,,CRLF
reportingNode48,1604002511319,1603162740329,1,240,10,DD25893FBE5EF9A,240,10,0,,,,,,,,,,,,,,,1,4,68349,,CRLF
reportingNode5,1593552934256,1607094815499,1,240,10,B77E478EA08941F,240,10,1,,,,,,,,,,,,,,,2,2,35313,,CRLF
reportingNode56,1596344996751,1611399783140,1,240,10,195446296DA80E4,240,10,2,,7D30,240107D30,,,,,,,,,,,,1,1,49420,,CRLF
reportingNode23,1607532853036,1613193843162,1,240,10,FA8D4B1B97C14B6,240,10,3,,,,240100BE6,39231,666,39231,,,,,,,,1,2,78224,,CRLF
reportingNode54,1608985518432,1606495049280,1,240,10,9DC5BAADEB4B478,240,10,2,,AA6F,24010AA6F,,,,,,,,,,,,1,6,29793,,CRLF
reportingNode29,1612471756690,1595764622100,1,240,10,FCEF3CA125D1631,240,10,2,,47A6,2401047A6,,,,,,,,,,,,3,6,54026,,CRLF
reportingNode87,1607358478524,1596371550175,1,240,10,029CB7F10884C53,240,10,2,,26CD,2401026CD,,,,,,,,,,,,2,2,27519,,CRLF
reportingNode50,1596158779561,1609475206908,1,240,10,A799D1DB28EB0F7,240,10,0,,,,,,,,,,,,,,,1,1,18499,,CRLF
reportingNode26,1597702684319,1605812520174,1,240,10,E01329A0796DB49,240,10,2,,B0C0,24010B0C0,,,,,,,,,,,,2,1,55018,,CRLF
reportingNode2,1614150294045,1612860100872,1,240,10,F438FE05B6C4CDB,240,10,1,,,,,,,,,,,,,,,3,4,74529,,CRLF
reportingNode17,1602552305238,1614038659950,1,240,10,49E174D8642980E,240,10,0,,,,,,,,,,,,,,,3,1,84963,,CRLF
reportingNode62,1607990431684,1601314110421,1,240,10,2FA1EC40455D3AB,240,10,2,,EC3D,24010EC3D,,,,,,,,,,,,1,6,75572,,CRLF
reportingNode27,1607819324762,1608082720637,1,240,10,F89931F8337CC70,240,10,0,,,,,,,,,,,,,,,1,2,15630,,CRLF
reportingNode26,1609250524560,1596690850528,1,240,10,9BE972B967D38B5,240,10,0,,,,,,,,,,,,,,,3,3,54310,,CRLF
reportingNode41,1610253977556,1597184560992,1,240,10,C57BA953C6E24CC,240,10,0,,,,,,,,,,,,,,,3,6,49612,,CRLF
reportingNode76,1593584118122,1606724659259,1,240,10,A615073E5A83B01,240,10,3,,,,24010E983,68276,759,68276,,,,,,,,2,6,23463,,CRLF
reportingNode54,1607074879374,1610090391738,1,240,10,E205EA6C54F3E88,240,10,3,,,,240103C69,48848,310,48848,,,,,,,,1,1,86297,,CRLF
reportingNode95,1603276960835,1607838280371,1,240,10,879A7F5C7096456,240,10,2,,6331,240106331,,,,,,,,,,,,1,4,73020,,CRLF
reportingNode35,1609199730155,1597437765675,1,240,10,48FEF91260FA81A,240,10,1,,,,,,,,,,,,,,,2,4,40171,,CRLF
reportingNode44,1605154436267,1595966333601,1,240,10,0E7FB46C9B48C11,240,10,3,,,,24010D8EA,14001,364,14001,,,,,,,,1,1,11195,,CRLF
reportingNode11,1597755644697,1600312885275,1,240,10,FDD7D5E5441FBA8,240,10,0,,,,,,,,,,,,,,,3,4,14387,,CRLF
reportingNode64,1611527806767,1599037181567,1,240,10,EAF607D0B2DF42C,240,10,3,,,,24010CC75,87838,372,87838,,,,,,,,2,1,18559,,CRLF
reportingNode44,1613240028733,1603034485441,1,240,10,34871B72A3DE2C8,240,10,0,,,,,,,,,,,,,,,2,5,70680,,CRLF
reportingNode15,1603107908879,1603339566804,1,240,10,82297F7C29B344D,240,10,3,,,,2401088E9,32268,677,32268,,,,,,,,2,6,40534,,CRLF
reportingNode9,1599581584177,1607200979328,1,240,10,C6ECED77D24286F,240,10,3,,,,240109701,94781,788,94781,,,,,,,,3,6,60443,,CRLF
reportingNode30,1600772730263,1607182599687,1,240,10,5D50BF154273F47,240,10,0,,,,,,,,,,,,,,,2,6,23660,,CRLF
reportingNode35,1598641684155,1613271457618,1,240,10,EC6B5AFC66BBA9A,240,10,2,,60D7,2401060D7,,,,,,,,,,,,2,4,98164,,CRLF
reportingNode95,1599551547531,1604939366165,1,240,10,E83BE39DC72CAE3,240,10,3,,,,240107DEA,64592,798,64592,,,,,,,,2,6,10268,,CRLF
reportingNode43,1608134464278,1604225831242,1,240,10,87F6AF221065314,240,10,0,,,,,,,,,,,,,,,3,3,98642,,CRLF
reportingNode18,1601999908908,1609283346723,1,240,10,BFCE1C9BE52B4F6,240,10,3,,,,24010BCC2,80496,875,80496,,,,,,,,2,2,56042,,CRLF
reportingNode84,1601361558140,1611648787348,1,240,10,153467832C3407C,240,10,1,,,,,,,,,,,,,,,2,5,94689,,CRLF
reportingNode62,1607141976863,1607588485069,1,240,10,C3B9C91E95FE456,240,10,3,,,,24010DADF,37969,581,37969,,,,,,,,1,5,79241,,CRLF
reportingNode88,1597359184891,1596355737258,1,240,10,8A494FD5C419D1A,240,10,0,,,,,,,,,,,,,,,3,2,18943,,CRLF
reportingNode19,1598110479453,1610191920584,1,240,10,A16CB197F6E610A,240,10,2,,33B0,2401033B0,,,,,,,,,,,,3,1,28180,,CRLF
reportingNode38,1603903472241,1613036482963,1,240,10,C54272B936CA611,240,10,1,,,,,,,,,,,,,,,1,5,27087,,CRLF
reportingNode49,1613683034787,1612512823330,1,240,10,F89AD05E3F5AF37,240,10,3,,,,240107E26,89371,814,89371,,,,,,,,3,5,48045,,CRLF
reportingNode51,1612453365676,1605801064458,1,240,10,AD4884E32C1C825,240,10,3,,,,24010DADC,31505,407,31505,,,,,,,,3,3,53504,,CRLF
reportingNode71,1608932112580,1601655749028,1,240,10,257AD8F50B4E554,240,10,2,,0D9C,240100D9C,,,,,,,,,,,,3,2,42731,,CRLF
reportingNode32,1599321620082,1611532923717,1,240,10,7870025C3AD2072,240,10,3,,,,24010749F,90628,804,90628,,,,,,,,1,2,43263,,CRLF
reportingNode49,1593991096694,1609085928047,1,240,10,CC15BED9C336BFE,240,10,3,,,,240107E6E,54514,335,54514,,,,,,,,3,4,94882,,CRLF
reportingNode62,1604789583699,1594119187827,1,240,10,053BCC08195FD14,240,10,1,,,,,,,,,,,,,,,1,6,98565,,CRLF
reportingNode45,1613232726128,1603537914195,1,240,10,26873229875E603,240,10,1,,,,,,,,,,,,,,,2,3,30637,,CRLF
reportingNode63,1594455839618,1607516791476,1,240,10,388F07828557C43,240,10,0,,,,,,,,,,,,,,,3,3,24931,,CRLF
reportingNode14,1602502337922,1611064489174,1,240,10,F0D3A1D176B37FA,240,10,3,,,,2401024AE,61413,275,61413,,,,,,,,3,5,52112,,CRLF
reportingNode98,1602637684136,1593477791590,1,240,10,9086E9DD9B94447,240,10,2,,184D,24010184D,,,,,,,,,,,,1,5,22025,,CRLF
reportingNode85,1600526536334,1598179223067,1,240,10,3ABBCD3FD050039,240,10,1,,,,,,,,,,,,,,,1,3,42645,,CRLF
reportingNode45,1599125716690,1614236172995,1,240,10,533CA2101FE0419,240,10,2,,1AEC,240101AEC,,,,,,,,,,,,1,1,67934,,CRLF
reportingNode38,1614405634216,1604480027962,1,240,10,5EC92BB7A976C60,240,10,3,,,,240109080,89162,735,89162,,,,,,,,3,3,51161,,CRLF
reportingNode76,1595318517148,1611182831517,1,240,10,7ACC9886FC4922E,240,10,0,,,,,,,,,,,,,,,1,4,59442,,CRLF
reportingNode16,1614506978728,1613582378370,1,240,10,B7F7830ED711576,240,10,3,,,,24010C62B,71700,412,71700,,,,,,,,1,1,74617,,CRLF
reportingNode28,1597264252040,1614544248725,1,240,10,99D2472C7F4FBFA,240,10,0,,,,,,,,,,,,,,,3,6,20041,,CRLF
reportingNode60,1600891059014,1604110216316,1,240,10,9183FB2404C3995,240,10,2,,FF39,24010FF39,,,,,,,,,,,,1,1,85161,,CRLF
reportingNode8,1600527932359,1602165225908,1,240,10,9C466F2BC993009,240,10,1,,,,,,,,,,,,,,,1,6,83054,,CRLF
reportingNode52,1598763754336,1610695277671,1,240,10,7D40F4C4BEC695A,240,10,3,,,,240102FB8,81974,359,81974,,,,,,,,1,4,91496,,CRLF
reportingNode73,1606452217285,1599886801513,1,240,10,5BDD70DB4B01CB6,240,10,3,,,,240102288,20779,879,20779,,,,,,,,3,2,19520,,CRLF
reportingNode37,1614302172964,1597559440314,1,240,10,792F253DD1FF5F7,240,10,2,,0BF5,240100BF5,,,,,,,,,,,,2,5,23029,,CRLF
reportingNode73,1597408193200,1609721683807,1,240,10,23EC2B2A127CAB5,240,10,2,,E38E,24010E38E,,,,,,,,,,,,3,2,78274,,CRLF
reportingNode19,1612108703993,1593954234300,1,240,10,7206B0755AEA1D8,240,10,2,,71D2,2401071D2,,,,,,,,,,,,3,6,82761,,CRLF
reportingNode65,1614245037801,1608632549019,1,240,10,BF643C9593BD66D,240,10,1,,,,,,,,,,,,,,,3,3,72288,,CRLF
reportingNode88,1602136932238,1610791273377,1,240,10,89C376F2CBFF902,240,10,2,,71D9,2401071D9,,,,,,,,,,,,1,2,77650,,CRLF
reportingNode99,1613543778969,1613786889171,1,240,10,9CFFC1247C8B4C3,240,10,0,,,,,,,,,,,,,,,1,3,13459,,CRLF
reportingNode17,1596153172491,1605675410681,1,240,10,0693D63AA0A174D,240,10,2,,9E92,240109E92,,,,,,,,,,,,1,5,91094,,CRLF
reportingNode19,1601658191769,1603760158847,1,240,10,2EC945BC4A3E60B,240,10,2,,41BB,2401041BB,,,,,,,,,,,,2,2,55980,,CRLF
reportingNode60,1605859326984,1604240025808,1,240,10,10E233CFF0BA179,240,10,1,,,,,,,,,,,,,,,1,3,26557,,CRLF
reportingNode10,1595028633374,1613241082371,1,240,10,52F3E0A23365230,240,10,0,,,,,,,,,,,,,,,1,5,86457,,CRLF
reportingNode96,1604934542862,1606943441979,1,240,10,1F65465E9D3D527,240,10,0,,,,,,,,,,,,,,,1,3,45828,,CRLF
reportingNode46,1603166891912,1612154352586,1,240,10,D1C8E83703ABCDF,240,10,0,,,,,,,,,,,,,,,3,3,65812,,CRLF
reportingNode75,1613227595850,1598894329516,1,240,10,6462EB4B38E553E,240,10,1,,,,,,,,,,,,,,,3,2,85213,,CRLF
reportingNode99,1608497432652,1599276724580,1,240,10,B28C48418F8D3E8,240,10,2,,ADCE,24010ADCE,,,,,,,,,,,,2,2,68573,,CRLF
reportingNode62,1610850299508,1609116510522,1,240,10,85BD1607FBF81FF,240,10,3,,,,240102117,58614,647,58614,,,,,,,,3,4,32815,,CRLF
reportingNode43,1607963507410,1611409568834,1,240,10,97F144D521AF716,240,10,1,,,,,,,,,,,,,,,3,4,41455,,CRLF
reportingNode87,1614548058742,1602080040841,1,240,10,9721A1C6A36D125,240,10,2,,55E8,2401055E8,,,,,,,,,,,,1,5,88483,,CRLF
reportingNode89,1599647079521,1603829970656,1,240,10,F1BA6F7D22314C5,240,10,3,,,,2401014CB,43585,629,43585,,,,,,,,2,1,70745,,CRLF
reportingNode11,1605351218841,1611182836425,1,240,10,B43664E26D61B59,240,10,1,,,,,,,,,,,,,,,3,2,41514,,CRLF
reportingNode78,1614511376299,1614428727648,1,240,10,20893CEDDA14291,240,10,2,,5A4F,240105A4F,,,,,,,,,,,,3,5,35656,,CRLF
reportingNode98,1605804330822,1611268768482,1,240,10,0F53731BC250C5B,240,10,0,,,,,,,,,,,,,,,3,6,38152,,CRLF
reportingNode57,1600971335903,1613524392980,1,240,10,73ACDD297BC9001,240,10,1,,,,,,,,,,,,,,,2,1,66237,,CRLF
reportingNode66,1601622904208,1609512501461,1,240,10,DB44B16C03B6068,240,10,3,,,,240108E80,65343,127,65343,,,,,,,,2,2,90481,,CRLF
reportingNode74,1596806995856,1605499304608,1,240,10,09E0DBB487C9567,240,10,3,,,,24010CE2D,71138,777,71138,,,,,,,,2,6,23005,,CRLF
reportingNode4,1613673630036,1606033389997,1,240,10,7C60DA17A92C224,240,10,3,,,,24010B54B,53012,332,53012,,,,,,,,2,6,30868,,CRLF
reportingNode15,1596248782302,1593259055044,1,240,10,98AA9EAE89E25AD,240,10,0,,,,,,,,,,,,,,,2,4,44176,,CRLF
reportingNode7,1596457159057,1614065786077,1,240,10,5725E996BD5FD38,240,10,3,,,,240104F5E,20417,552,20417,,,,,,,,2,6,29467,,CRLF
reportingNode75,1595888745784,1603821784069,1,240,10,7536C9BD1EF053E,240,10,2,,9BA3,240109BA3,,,,,,,,,,,,1,6,14596,,CRLF
reportingNode59,1597117788197,1595339468174,1,240,10,CDD7982AE502577,240,10,2,,F64B,24010F64B,,,,,,,,,,,,1,6,59253,,CRLF
reportingNode70,1613537418036,1600318123358,1,240,10,D3DC8E71C10C476,240,10,3,,,,240108BBE,91841,189,91841,,,,,,,,1,3,75932,,CRLF
reportingNode55,1604729242360,1611356379352,1,240,10,CC4076285F551F5,240,10,3,,,,2401082F5,25329,398,25329,,,,,,,,1,6,39231,,CRLF
reportingNode86,1607487267620,1605829950206,1,240,10,F84C0382803460E,240,10,3,,,,240103625,42121,565,42121,,,,,,,,3,5,71616,,CRLF
reportingNode1,1608516250215,1598086251612,1,240,10,14701D4A9A48615,240,10,0,,,,,,,,,,,,,,,1,1,63811,,CRLF
reportingNode37,1599564166076,1602773466536,1,240,10,69DD705B93C711A,240,10,1,,,,,,,,,,,,,,,1,5,60020,,CRLF
reportingNode32,1606153285514,1600342891988,1,240,10,2EF99E6A38E9677,240,10,1,,,,,,,,,,,,,,,3,5,31021,,CRLF
reportingNode73,1599662865670,1601654548128,1,240,10,054616DB02449E5,240,10,3,,,,24010B919,18975,753,18975,,,,,,,,3,5,42147,,CRLF
reportingNode77,1607869259867,1605368913459,1,240,10,29146E69429796E,240,10,0,,,,,,,,,,,,,,,1,2,98295,,CRLF
